"","ThisWeek","LastWeek","Title","Studio","WeeklyGross","PctChange","TheatreCount","TheatreChange","Average","TotalGross","Budget","WeekNum","calYear","calWeek"
"7412","5","N","Everest (2015)","Uni.","$11,281,100","-","545","-","$170,800","$11,281,100","$55","1",2015,38
"7413","6","3","War Room","TriS","$9,984,700","-19.6%","1,945","+298","$42,400","$58,119,700","$3","4",2015,38
"7414","7","4","A Walk in the Woods","BG","$4,675,300","-38.8%","2,158","+19","$17,900","$29,462,200","-","3",2015,38
"7415","8","5","Mission: Impossible - Rogue Nation","Par.","$3,451,900","-43.7%","2,202","-447","$12,900","$216,361,000","$150","8",2015,38
"7416","9","6","Straight Outta Compton","Uni.","$2,917,900","-51.3%","1,938","-874","$12,400","$179,274,100","$28","6",2015,38
"7417","10","22","Grandma (2015)","SPC","$2,435,900","+148.5%","1,061","+931","$18,900","$4,900,800","$0.6","5",2015,38
"7418","11","N","Captive (2015)","Par.","$2,000,800","-","806","-","$20,500","$2,000,800","-","1",2015,38
"7419","12","9","90 Minutes in Heaven","Gold.","$1,625,900","-47.2%","899","+22","$14,900","$4,707,200","$5","2",2015,38
"7420","13","7","No Escape","Wein.","$1,596,200","-64.0%","2,054","-968","$6,400","$29,934,300","-","4",2015,38
"7421","14","11","Un Gallo con Muchos Huevos","LGF","$1,477,000","-46.1%","606","-10","$20,100","$9,572,100","$5.3","3",2015,38
"7422","15","12","Ant-Man","BV","$1,380,300","-42.2%","977","-377","$11,700","$199,871,600","$130","10",2015,38
"7423","16","15","Minions","Uni.","$1,370,200","-31.9%","1,134","-451","$10,000","$374,264,400","$74","11",2015,38
"7424","17","13","Inside Out","BV","$1,360,600","-37.0%","1,200","-802","$9,400","$396,789,800","$175","14",2015,38
"7425","18","10","The Man From U.N.C.L.E.","WB","$1,199,900","-58.1%","955","-701","$10,400","$50,389,700","$75","6",2015,38
"7426","19","8","The Transporter Refueled","EC","$1,185,000","-73.2%","1,742","-1,692","$5,600","$17,568,600","-","3",2015,38
"7427","20","18","Pixels","Sony","$990,800","-35.4%","760","-280","$10,800","$85,909,600","$88","9",2015,38
"7428","21","17","Jurassic World","Uni.","$930,700","-44.6%","753","-416","$10,200","$730,422,400","$150","15",2015,38
"7429","22","21","Learning to Drive","BG","$856,100","-23.6%","339","+62","$20,800","$2,921,600","-","5",2015,38
"7430","23","14","The Gift (2015)","STX","$811,600","-61.0%","757","-632","$8,800","$48,950,100","$5","7",2015,38
"7431","24","19","Trainwreck","Uni.","$696,500","-48.0%","539","-199","$10,700","$123,165,700","$35","10",2015,38
"7432","25","N","Sicario","LGF","$652,400","-","6","-","$897,000","$652,400","$30","1",2015,38
"7433","26","N","Veteran","CJ","$646,000","-","46","-","$115,800","$646,000","-","1",2015,38
"7434","27","16","Sinister 2","Focus","$570,100","-69.7%","757","-1,291","$6,200","$30,797,900","$10","5",2015,38
"7435","28","23","Vacation","WB (NL)","$397,800","-51.8%","465","-323","$7,100","$65,509,300","$31","8",2015,38
"7436","29","20","Hitman: Agent 47","Fox","$384,300","-67.1%","391","-660","$8,100","$25,058,000","$35","5",2015,38
"7437","30","26","Shaun the Sheep Movie","LGF","$350,300","-43.6%","509","-259","$5,700","$21,407,800","-","7",2015,38
"7438","31","N","Katti Batti","UTV","$344,200","-","127","-","$22,400","$344,200","-","1",2015,38
"7439","32","25","Fantastic Four","Fox","$327,400","-47.7%","355","-321","$7,600","$62,674,400","$120","7",2015,38
"7440","33","71","Pawn Sacrifice","BST","$313,700","+1,652.2%","33","+29","$78,400","$331,600","-","1",2015,38
"7441","34","30","Meru","MBox","$289,300","-38.2%","154","-22","$15,500","$2,297,100","-","6",2015,38
"7442","35","-","Phoenix (2015)","IFC","$254,000","-40.5%","169","-28","$12,400","$3,214,100","-","9",2015,38
"7443","36","29","Mr. Holmes","RAtt.","$237,600","-49.4%","268","-118","$7,300","$19,748,700","-","10",2015,38
"7444","37","45","Meet the Patels","Alc","$225,300","+114.0%","34","+29","$54,700","$330,500","-","2",2015,38
"7445","38","24","Ricki and the Flash","TriS","$223,800","-67.8%","373","-508","$5,000","$30,024,000","$18","7",2015,38
"7446","39","34","Avengers: Age of Ultron","BV","$207,200","-30.2%","170","-20","$10,100","$515,564,200","$250","21",2015,38
"7447","40","31","Southpaw","Wein.","$192,900","-58.4%","232","-271","$6,900","$58,577,400","$30","9",2015,38
"7448","41","35","San Andreas","WB (NL)","$168,800","-22.2%","162","-41","$8,600","$174,182,400","$110","17",2015,38
"7449","42","-","Sleeping with Other People","IFC","$150,900","+18.5%","27","+22","$46,100","$278,200","-","2",2015,38
"7450","43","36","Max (2015)","WB","$147,400","-18.7%","191","-53","$6,400","$47,779,600","$20","13",2015,38
"7451","44","46","Spy","Fox","$106,300","+1.9%","106","-21","$8,300","$124,465,000","$65","16",2015,38
"7452","45","32","Mistress America","FoxS","$99,700","-74.1%","97","-306","$8,500","$2,718,600","-","6",2015,38
"7453","46","39","Paper Towns","Fox","$96,100","-27.8%","149","-59","$5,300","$35,874,900","$12","9",2015,38
"7454","47","27","American Ultra","LGF","$91,100","-83.3%","184","-411","$4,100","$16,126,900","$28","5",2015,38
"7455","48","33","Welcome Back","Eros","$86,900","-73.1%","135","-","$5,300","$1,550,800","-","3",2015,38
"7456","49","44","Goodnight Mommy","RTWC","$86,500","-18.9%","9","+4","$79,300","$193,200","-","2",2015,38
"7457","50","56","Once I Was a Beehive","Purd.","$83,200","+44.3%","28","-4","$24,500","$499,700","-","6",2015,38
"7458","51","54","Black Panthers: Vanguard of the Revolution","PBS","$76,500","+17.5%","11","+8","$57,400","$193,700","-","3",2015,38
"7459","52","37","Steve Jobs: The Man in the Machine","Magn.","$72,900","-51.6%","36","-29","$16,700","$474,800","-","3",2015,38
"7460","53","40","Amy","A24","$70,700","-42.6%","41","-18","$14,200","$9,285,000","-","12",2015,38
"7461","54","N","The New Girlfriend","Cohen","$64,200","-","13","-","$40,800","$63,200","-","1",2015,38
"7462","55","51","The Second Mother","Osci.","$64,100","-9.5%","27","+5","$19,600","$262,300","-","4",2015,38
"7463","56","60","A Brilliant Young Mind","Gold.","$60,000","+29.4%","18","+15","$27,500","$105,500","-","2",2015,38
"7464","57","38","The End of the Tour","A24","$58,900","-58.1%","49","-35","$9,900","$3,214,600","-","8",2015,38
"7465","58","N","The Office","CL","$56,700","-","15","-","$31,200","$56,700","-","1",2015,38
"7466","59","61","Coming Home (2015)","SPC","$56,100","+30.7%","10","+7","$46,200","$108,400","-","2",2015,38
"7467","60","N","Cooties","LGP","$54,200","-","29","-","$15,400","$54,200","-","1",2015,38
"7468","61","53","Rosenwald","CIE","$53,900","-18.2%","18","-","$24,700","$335,000","-","6",2015,38
"7469","62","64","Hubble 3D","WB","$44,800","+40.6%","6","-","$61,600","$56,444,700","-","253",2015,38
"7470","63","N","WARx2","WARX2","$44,600","-","1","-","$368,100","$44,600","-","1",2015,38
"7471","64","55","Irrational Man","SPC","$41,400","-30.0%","33","-14","$10,400","$4,415,400","-","10",2015,38
"7472","65","65","Time Out of Mind","IFC","$37,700","+18.5%","11","+8","$28,300","$73,900","-","2",2015,38
"7473","66","48","The Diary of a Teenage Girl","SPC","$36,200","-57.3%","25","-44","$11,900","$1,619,500","-","7",2015,38
"7474","67","49","Assassination (2015)","WGUSA","$28,700","-62.9%","9","-5","$26,300","$2,133,600","-","7",2015,38
"7475","68","28","Mad Max: Fury Road","WB","$27,300","-94.9%","50","-226","$4,500","$172,631,400","$150","19",2015,38
"7476","69","58","Jimmy's Hall","SPC","$23,900","-56.5%","27","-20","$7,300","$602,000","-","12",2015,38
"7477","70","62","Kahlil Gibran's The Prophet","GK","$20,600","-43.4%","31","+1","$5,500","$370,400","-","7",2015,38
"7478","71","59","Best of Enemies","Magn.","$19,600","-58.9%","29","-24","$5,600","$964,700","-","8",2015,38
"7479","72","68","Listen to Me Marlon","SHO","$19,000","-17.0%","9","-6","$17,400","$461,200","-","8",2015,38
"7480","73","78","Breathe","FM","$16,900","+95.2%","10","+9","$13,900","$25,500","-","2",2015,38
"7481","74","67","Magic Mike XXL","WB","$16,000","-40.1%","44","-11","$3,000","$74,174,700","$14.8","12",2015,38
"7482","75","72","Tangerine","Magn.","$13,300","-7.4%","7","-3","$15,700","$777,800","-","11",2015,38
"7483","76","-","The Cokeville Miracle","Excel","$12,400","-33.4%","13","-6","$7,900","$1,506,000","-","16",2015,38
"7484","77","47","Hero (2015)","Eros","$12,000","-86.3%","53","-","$1,900","$99,600","-","2",2015,38
"7485","78","-","The Stanford Prison Experiment","IFC","$11,700","-20.5%","9","-5","$10,800","$730,000","-","10",2015,38
"7486","79","43","The Beauty Inside","WGUSA","$11,700","-89.0%","13","-10","$7,500","$118,800","-","2",2015,38
"7487","80","N","The Cut","Strand","$11,500","-","5","-","$19,000","$11,500","-","1",2015,38
"7488","81","57","Island of Lemurs: Madagascar (IMAX)","WB","$9,500","-83.5%","4","-31","$19,600","$11,695,400","-","77",2015,38
"7489","82","81","Infinitely Polar Bear","SPC","$8,800","+31.4%","18","+5","$4,000","$1,591,500","-","14",2015,38
"7490","83","76","Testament of Youth","SPC","$8,600","-18.0%","12","-3","$6,000","$2,030,700","-","16",2015,38
"7491","84","84","Journey to the South Pacific","Imax","$8,500","+43.4%","5","-2","$14,100","$7,899,900","-","60",2015,38
"7492","85","-","Queen of Earth","IFC","$8,000","-57.5%","11","-","$6,000","$91,100","-","4",2015,38
"7493","86","74","Paul Taylor: Creative Domain","INDEP","$7,800","-37.6%","7","+6","$9,200","$20,200","-","2",2015,38
"7494","87","66","Love & Mercy","RAtt.","$7,700","-73.8%","18","-13","$3,500","$14,094,600","-","16",2015,38
"7495","88","N","Prophet's Prey","SHO","$7,200","-","1","-","$59,200","$7,200","-","1",2015,38
"7496","89","104","Peace Officer","SD","$6,900","+910.4%","3","+2","$18,900","$7,600","-","1",2015,38
"7497","90","-","A Matter of Faith","5&2","$6,200","-","3","-","$17,100","$613,200","-","41",2015,38
"7498","91","91","We Come As Friends","BBC","$4,800","+19.2%","3","-2","$13,200","$52,200","-","6",2015,38
"7499","92","70","Dragon Blade","LGP","$4,500","-78.2%","5","-6","$7,400","$83,200","-","3",2015,38
"7500","93","93","Born to Be Wild (IMAX)","WB","$4,100","+21.5%","5","+2","$6,800","$27,377,600","-","197",2015,38
"7501","94","90","Under the Sea 3D","WB","$3,700","-8.5%","4","+1","$7,700","$39,035,300","-","311",2015,38
"7502","95","52","We Are Your Friends","WB","$3,700","-94.5%","17","-257","$1,800","$4,035,400","-","4",2015,38
"7503","96","N","Olvidados (Forgotten)","CLS","$3,700","-","1","-","$30,200","$3,700","-","1",2015,38
"7504","97","99","She's Beautiful When She's Angry","ICir","$3,600","+90.4%","3","+1","$9,800","$469,400","-","42",2015,38
"7505","98","86","Digging for Fire","Orch.","$3,400","-40.1%","7","+2","$4,000","$133,500","-","5",2015,38
"7506","99","82","Cartel Land","Orch.","$3,400","-49.5%","7","-","$4,000","$780,800","-","12",2015,38
"7507","100","-","The Dinner","FM","$3,300","+28.5%","2","+1","$13,800","$8,200","-","7",2015,38
"7508","101","-","Slow Learners","IFC","$2,800","-45.2%","6","+1","$3,800","$24,800","-","5",2015,38
"7509","102","98","What We Do in the Shadows","U/P","$2,700","+37.7%","4","+2","$5,600","$3,890,400","-","32",2015,38
"7510","103","97","Gueros","KL","$2,600","+7.6%","2","-1","$10,800","$62,100","-","18",2015,38
"7511","104","N","Dark Horse (Canada Release)","Mon","$2,500","-","1","-","$20,600","$2,500","-","1",2015,38
"7512","105","-","Our Little Sister (Canadian)","Mon","$2,300","-","2","-","$9,400","$2,300","-","-",2015,38
"7513","106","87","Turbo Kid","EpicPics","$2,200","-54.2%","2","-3","$9,000","$72,500","-","4",2015,38
"7514","107","88","The Wolfpack","Magn.","$2,000","-54.8%","6","-","$2,700","$1,455,200","-","15",2015,38
"7515","108","92","A Borrowed Identity","Strand","$2,000","-50.7%","4","-","$4,000","$311,500","-","13",2015,38
"7516","109","95","The Look of Silence","Drft.","$1,900","-35.5%","8","-1","$2,000","$116,900","-","10",2015,38
"7517","110","-","Trace Amounts","Gathr","$1,800","-","1","-","$14,700","$84,100","-","29",2015,38
"7518","111","75","Rififi (2015 re-release)","Rialto","$1,300","-88.0%","1","-1","$10,900","$48,500","-","3",2015,38
"7519","112","85","Welcome to Leith","FRun","$1,200","-79.0%","1","-","$9,800","$10,100","-","2",2015,38
"7520","113","101","The Third Man (2015 re-release)","Rialto","$1,100","-23.2%","2","-","$4,600","$483,500","-","13",2015,38
"7521","114","-","Butterfly Girl","Indic.","$1,000","-","1","-","$8,400","$10,100","-","5",2015,38
"7522","115","96","A Pigeon Sat on a Branch Reflecting on Existence","Magn.","$900","-66.4%","3","+1","$2,500","$242,700","-","16",2015,38
"7523","116","83","Before We Go","RTWC","$900","-85.6%","3","-11","$2,500","$41,300","-","3",2015,38
"7524","117","-","Gloria (2015)","PH","$500","-47.3%","1","-","$4,200","$16,500","-","10",2015,38
"7525","118","100","Charlie's Country","MR","$400","-70.1%","1","-2","$3,700","$44,800","-","16",2015,38
"7526","119","-","Mala Mala","Strand","$400","-","1","-","$3,400","$11,900","-","5",2015,38
"7527","120","89","7 Chinese Brothers","Scre.","$400","-91.3%","2","-2","$1,500","$31,700","-","4",2015,38
"7528","121","-","To the Arctic (IMAX)","WB","$300","-","1","-","$2,800","$16,161,700","-","143",2015,38
"7529","122","-","Guidance","Strand","$300","+4.6%","1","-","$2,700","$4,800","-","5",2015,38
"7530","123","103","Legends from the Sky","HHF","$100","-90.0%","1","-","$700","$101,600","-","18",2015,38
"7531","1","N","Hotel Transylvania 2","Sony","$61,311,700","-","3,754","-","$142,100","$61,311,700","$80","1",2015,39
"7532","2","N","The Intern","WB","$26,535,500","-","3,305","-","$69,800","$26,535,500","$35","1",2015,39
"7533","3","1","Maze Runner: The Scorch Trials","Fox","$19,078,700","-52.5%","3,792","+1","$43,800","$59,233,300","$61","2",2015,39
"7534","4","5","Everest (2015)","Uni.","$18,786,700","+75.6%","3,006","+2,461","$54,400","$29,484,300","$55","2",2015,39
"7535","5","2","Black Mass","WB","$16,534,500","-50.1%","3,188","-","$45,100","$49,670,200","$53","2",2015,39
"7536","6","3","The Visit","Uni.","$8,774,000","-43.3%","2,967","-181","$25,700","$57,266,300","$5","3",2015,39
"7537","7","4","The Perfect Guy","SGem","$6,493,300","-50.9%","1,889","-341","$29,900","$53,505,200","$12","3",2015,39
"7538","8","6","War Room","TriS","$6,414,300","-32.3%","1,920","-25","$29,100","$61,527,900","$3","5",2015,39
"7539","9","N","The Green Inferno","BH Tilt","$4,946,600","-","1,540","-","$27,900","$4,946,600","$5","1",2015,39
"7540","10","25","Sicario","LGF","$2,579,300","+316.9%","59","+53","$380,300","$3,197,900","$30","2",2015,39
"7541","11","7","A Walk in the Woods","BG","$1,871,300","-57.8%","1,370","-788","$11,900","$29,777,600","-","4",2015,39
"7542","12","33","Pawn Sacrifice","BST","$1,488,900","+400.5%","781","+748","$16,600","$1,803,400","-","2",2015,39
"7543","13","8","Mission: Impossible - Rogue Nation","Par.","$1,302,100","-60.2%","840","-1,362","$13,500","$206,472,100","$150","9",2015,39
"7544","14","10","Grandma (2015)","SPC","$1,204,600","-47.9%","804","-257","$13,000","$5,851,900","$0.6","6",2015,39
"7545","15","20","Pixels","Sony","$942,000","+0.3%","503","-257","$16,300","$82,408,100","$88","10",2015,39
"7546","16","9","Straight Outta Compton","Uni.","$938,000","-66.1%","609","-1,329","$13,400","$170,939,200","$28","7",2015,39
"7547","17","N","Lost in Hong Kong","WGUSA","$828,400","-","27","-","$266,900","$793,200","-","1",2015,39
"7548","18","11","Captive (2015)","Par.","$760,400","-59.9%","807","+1","$8,200","$2,657,700","-","2",2015,39
"7549","19","16","Minions","Uni.","$551,300","-57.6%","507","-627","$9,500","$355,457,100","$74","12",2015,39
"7550","20","21","Jurassic World","Uni.","$519,400","-41.1%","347","-406","$13,000","$693,161,300","$150","16",2015,39
"7551","21","17","Inside Out","BV","$514,300","-60.1%","468","-732","$9,600","$376,780,500","$175","15",2015,39
"7552","22","15","Ant-Man","BV","$504,900","-61.4%","477","-500","$9,200","$190,038,300","$130","11",2015,39
"7553","23","22","Learning to Drive","BG","$492,100","-39.4%","220","-119","$19,500","$3,262,600","-","6",2015,39
"7554","24","12","90 Minutes in Heaven","Gold.","$465,000","-69.8%","477","-422","$8,500","$4,928,700","$5","3",2015,39
"7555","25","-","Attack on Titan: Part 1","FUN","$453,600","-","290","-","$13,600","$453,600","-","-",2015,39
"7556","26","-","The Walk","TriS","$449,900","-","448","-","$8,700","$449,900","$35","-",2015,39
"7557","27","14","Un Gallo con Muchos Huevos","LGF","$402,100","-71.3%","364","-242","$9,600","$9,479,100","$5.3","4",2015,39
"7558","28","26","Veteran","CJ","$368,600","-39.8%","41","-5","$78,200","$981,100","-","2",2015,39
"7559","29","13","No Escape","Wein.","$314,900","-79.2%","440","-1,614","$6,200","$28,700,900","-","5",2015,39
"7560","30","18","The Man From U.N.C.L.E.","WB","$299,100","-73.7%","323","-632","$8,100","$48,082,400","$75","7",2015,39
"7561","31","28","Vacation","WB (NL)","$286,700","-24.0%","301","-164","$8,300","$62,407,600","$31","9",2015,39
"7562","32","36","Meet the Patels","Alc","$278,300","+30.3%","63","+29","$38,400","$591,700","-","3",2015,39
"7563","33","24","Trainwreck","Uni.","$232,700","-64.8%","240","-299","$8,400","$117,027,800","$35","11",2015,39
"7564","34","19","The Transporter Refueled","EC","$193,000","-82.8%","242","-1,500","$6,900","$16,852,800","-","4",2015,39
"7565","35","32","Fantastic Four","Fox","$191,700","-38.2%","219","-136","$7,600","$59,624,300","$120","8",2015,39
"7566","36","-","Sleeping with Other People","IFC","$189,500","+32.5%","102","+75","$16,200","$453,300","-","3",2015,39
"7567","37","47","Goodnight Mommy","RTWC","$185,800","+126.5%","28","+19","$57,700","$369,000","-","3",2015,39
"7568","38","23","The Gift (2015)","STX","$174,700","-77.3%","202","-555","$7,500","$46,593,000","$5","8",2015,39
"7569","39","N","Stonewall (2015)","RAtt.","$164,700","-","129","-","$11,100","$164,700","-","1",2015,39
"7570","40","N","Unbranded","Grav.","$161,400","-","80","-","$17,500","$161,400","-","1",2015,39
"7571","41","27","Sinister 2","Focus","$134,400","-75.1%","147","-610","$8,000","$29,339,300","$10","6",2015,39
"7572","42","-","Phoenix (2015)","IFC","$132,700","-44.9%","88","-81","$13,100","$3,180,500","-","10",2015,39
"7573","43","34","Meru","MBox","$126,300","-53.9%","82","-72","$13,400","$2,304,300","-","7",2015,39
"7574","44","38","Avengers: Age of Ultron","BV","$122,600","-37.6%","130","-40","$8,200","$489,019,700","$250","22",2015,39
