"Title","Studio","calWeeklyGross","totTheatreCount","totGross","totBudget","WeeksOn","startYear","startWeek"
"Boom Bust Boom","BSM",7500,1,7500,"         NA","1",2016,11
"Boom for Real: The Late Teenage Years of Jean-Michel Basquiat","Magn.",164600,91,164700,"         NA","9",2018,19
"Borg vs. McEnroe","Neon",228600,110,228600,"         NA","5",2018,15
"Borgman","Drft.",23500,30,65900,"         NA","9",2014,26
"Born in China","BV",14369100,6567,14401400,"         NA","9",2017,16
"Born to be Blue","EOne",159400,67,157400,"         NA","6",2016,10
"Born to be Blue (US Release)","IFC",721400,338,720200,"         NA","9",2016,13
"Born to Be Wild (IMAX)","WB",NA,1117,27377600,"         NA","384",2014,26
"Born to Fly: Elizabeth Streb vs. Gravity","TFC",28200,5,28300,"         NA","2",2014,36
"Boruto: Naruto the Movie","Elev.",762900,1054,762800,"         NA","7",2015,41
"Boston (Gathr Release)","Gathr",900,1,19300,"         NA","32",2018,13
"Boulevard","SM",58900,15,137600,"         NA","5",2015,28
"Boundaries","SPC",682900,494,682900,"         NA","8",2018,25
"Bourek","Argo.",6200,1,6200,"         NA","1",2016,18
"Boy and the World","GK",139600,143,139900,"         NA","9",2015,50
"Boy Meets Girl","CFilms",14400,1,14400,"         NA","1",2014,32
"Boy Meets Girl (2015)","Bram.",23300,11,23300,"         NA","7",2015,6
"Boyhood","IFC",29063400,6475,28974000,"     400000","9",2014,28
"BPM (Beats Per Minute)","Orch.",122200,108,126700,"         NA","9",2017,42
"Brad's Status","Annapurna",2192800,1213,2154100,"         NA","6",2017,37
"Brave New Jersey","Grav.",17200,14,17200,"         NA","1",2017,31
"Breaking a Monster","Abr.",4000,2,4000,"         NA","2",2016,26
"Breaking In (2018)","Uni.",45990200,10941,45990100,"     600000","9",2018,19
"Breakup Buddies","CL",869500,92,868800,"         NA","7",2014,40
"Breath","FR",36800,37,36700,"         NA","5",2018,22
"Breathe","FM",46300,65,45100,"         NA","9",2015,37
"Breathe (2017)","BST",495100,584,494900,"         NA","9",2017,41
"Brick Mansions","Rela.",105100,31,23400800,"    2800000","10",2014,26
"Bridge of Spies","BV",77079300,18485,78129200,"    4000000","9",2015,42
"Bridget Jones's Baby","Uni.",26224000,8777,25576800,"    3500000","9",2016,38
"Brigsby Bear","SPC",552800,648,547000,"         NA","9",2017,30
"Brimstone and Glory","Osci.",28300,30,28300,"         NA","6",2017,43
"Bronx Gothic","Ghop",28100,15,27500,"         NA","9",2017,28
"Brooklyn","FoxS",41109400,10481,41181700,"         NA","9",2015,44
"Brother Nature","Gold.",15500,17,15500,"         NA","1",2016,37
"Brotherhood of Blades 2: The Infernal Battlefield","WGUSA",14300,4,14300,"         NA","3",2017,48
"Brotherly Love","Free",515300,384,515300,"         NA","5",2015,17
"Brothers: Blood Against Blood","FIP",584600,164,584600,"         NA","1",2015,33
"Buddies in India","CL",307400,82,307500,"         NA","3",2017,4
"Buen Dia, Ramon","FIP",176200,68,176200,"         NA","3",2015,5
"Buena Vista Social Club: Adios","BG",127900,107,127900,"         NA","2",2017,21
"Bugs","KL",NA,10,3800,"         NA","22",2017,39
"Burden","Magn.",19200,19,19100,"         NA","4",2017,18
"Burning Bodhi","Mont.",NA,22,3400,"         NA","9",2016,12
"Burning Bush","KL",7000,6,19200,"         NA","8",2014,26
"Burnt","Wein.",14547400,7968,14749800,"    2000000","9",2015,44
"Busco Novio Para Mi Mujer","PNT",1882100,832,1882000,"         NA","4",2016,8
"Buster's Mal Heart","WGUSA",75800,48,75900,"         NA","9",2017,17
"But Always (Yi Sheng Yi Shi)","CL",493400,67,481100,"         NA","6",2014,36
"But Deliver Us from Evil","Indic.",286900,432,281800,"         NA","9",2018,6
"Butterfly Girl","Indic.",10100,15,18500,"         NA","8",2015,38
"Buybust","WGUSA",126900,25,126900,"         NA","1",2018,32
"Buzzard","Osci.",16700,17,16700,"         NA","2",2015,10
"By the Sea","Uni.",573700,310,573700,"    1000000","4",2015,46
"Bye Bye Germany","FM",67500,50,67300,"         NA","9",2018,14
"C'Est Si Bon","CJ",187400,49,187400,"         NA","4",2015,7
"Cafe Society","LGF",12092200,2726,12015500,"         NA","9",2016,29
"Cage Fighter","IFC",2100,2,2100,"         NA","1",2018,5
"Caged No More","Free",124300,131,124200,"         NA","3",2016,4
"Cake","CLF",2228200,964,2228200,"         NA","4",2015,4
"California Typewriter","Grav.",214800,101,210200,"         NA","9",2017,33
"Call Her Applebroog","Zeit.",5100,2,5100,"         NA","2",2016,24
"Call Me by Your Name","SPC",18300400,5766,18143800,"         NA","9",2017,47
"Calvary","FoxS",4127800,1400,4041500,"         NA","9",2014,31
"Cameraperson","Jan.",109100,39,107600,"         NA","8",2016,37
"Camp X-Ray","IFC",9300,5,9300,"     100000","3",2014,42
"Can't Stand Losing You: Surviving the Police","CLS",25200,14,24800,"         NA","7",2015,12
"Can You Dig This","Gathr",17000,13,17000,"         NA","1",2015,48
"Canopy","Mont.",9100,12,9000,"         NA","6",2014,35
"Cantinflas","LGF",7316300,1728,7128900,"         NA","7",2014,35
"Captain America: Civil War","BV",433420800,25150,444529000,"   25000000","9",2016,19
"Captain America: The Winter Soldier","BV",3378100,1432,298024300,"   17000000","20",2014,26
"Captain Fantastic","BST",6399500,1986,6237500,"         NA","9",2016,28
"Captain Underpants: The First Epic Movie","Fox",76575600,15049,76675700,"    3800000","9",2017,22
"Captive (2015)","Par.",2856000,1745,2752600,"         NA","3",2015,38
"Carol","Wein.",13677400,3577,13733700,"         NA","9",2015,47
"Carrie Pilby","Orch.",19600,7,19600,"         NA","2",2017,13
"Cars 3","BV",158451000,24083,158225400,"         NA","9",2017,24
"Cartel Land","Orch.",790100,313,780800,"         NA","9",2015,27
"Carter High","PN",253900,86,253800,"         NA","6",2015,44
"Catching the Sun","TFC",41000,28,41000,"         NA","6",2016,14
"Cemetery of Splendor","Strand",55900,43,55200,"         NA","9",2016,10
"Censored Voices","MBox",39900,20,44600,"         NA","9",2015,47
"Central Intelligence","WB (NL)",136641500,18681,138822200,"    5000000","9",2016,25
"Certain Women","IFC",1126400,518,1126400,"         NA","9",2016,42
"Cezanne et moi","Magn.",266700,146,266800,"         NA","9",2017,13
"Chaar Sahibzaade: Rise of Band Singh Bahadur","Eros",739000,412,739000,"         NA","4",2016,46
"Champion","AAE",181300,64,181800,"         NA","7",2017,20
"Champion (2018)","WGUSA",96400,37,96300,"         NA","4",2018,19
"Chappaquiddick","ENTMP",17191000,6556,17190900,"         NA","9",2018,14
"Chappie","Sony",35843500,10768,33935000,"    4900000","8",2015,10
"Chapter & Verse","Pala.",85800,10,85900,"         NA","6",2017,5
"Charged","Gathr",14800,15,15700,"         NA","8",2017,39
"Charlie's Country","MR",NA,49,45800,"         NA","9",2015,23
"Chasing the Dragon","WGUSA",460000,107,460000,"         NA","7",2017,39
"Chasing Trane: The John Coltrane Documentary","Abr.",408200,121,409000,"         NA","9",2017,15
"Chavela","MBox",146500,66,147600,"         NA","9",2017,39
"Cheatin'","Ply",16300,23,16200,"         NA","5",2015,14
"Chef","ORF",15681100,5253,36052000,"         NA","9",2014,26
"Chevalier","Strand",27400,25,28000,"         NA","8",2016,22
"Chi-Raq","RAtt.",2828100,743,2866400,"         NA","8",2015,49
"Chic!","Distrib.",2200,1,2200,"         NA","1",2015,18
"Child 44","LG/S",1318300,1110,1318200,"         NA","4",2015,16
"Child of God","WGUSA",45100,13,45100,"         NA","2",2014,31
"Childless","Mont.",1100,1,1100,"         NA","1",2015,20
"Chimes at Midnight (2016 re-release)","Jan.",136900,23,136900,"         NA","8",2016,1
"Chinese Puzzle","Cohen",45800,37,388400,"         NA","9",2014,26
"CHiPs","WB",19398100,7413,19265200,"    2500000","9",2017,12
"Chocolate City","Free",232700,66,239000,"         NA","5",2015,21
"Chongqing Hot Pot","CL",828000,140,828100,"         NA","8",2016,14
"Chosen","MDL",3200,1,3200,"         NA","1",2016,51
"Chris Brown: Welcome To My Life","Fathom",617200,413,617200,"         NA","-",2017,22
"Christian Mingle","RM",28500,15,28500,"         NA","1",2014,41
"Christine (2016)","Orch.",314200,251,313600,"         NA","9",2016,42
"Christmas Eve","Ampl.",97300,65,97300,"         NA","2",2015,49
"Chronic","MR",9700,20,9500,"         NA","5",2016,39
"Chronicle of Anna Magdalena Bach","Ghop",17600,16,17300,"         NA","9",2018,9
"Chuck","IFC",331800,303,331700,"         NA","5",2017,18
"Churchill","Cohen",1323400,599,1326000,"         NA","9",2017,22
"Cinderella (2015)","BV",225322700,27905,226021000,"    9500000","9",2015,11
"Citizen Jane","IFC",324700,122,325300,"         NA","9",2017,16
"Citizen Koch","Vari.",81000,52,173600,"         NA","7",2014,26
"Citizenfour","RTWC",3143900,1047,3163700,"         NA","9",2014,43
"City of Ghosts","IFC",132700,100,132900,"         NA","9",2017,27
"City of Gold","IFC",655300,263,649500,"         NA","9",2016,11
"City of Rock","WGUSA",315500,80,315600,"         NA","6",2017,40
"City of Women (2016 re-issue)","Cohen",13500,1,13500,"         NA","1",2016,8
"Claire's Camera","CGld",82800,29,82200,"         NA","9",2018,10
"Clarence (2017)","Indic.",10900,4,10900,"         NA","3",2017,35
"Clash","KL",1400,2,18900,"         NA","28",2017,34
"Class Rank","Cdgm.",10300,14,10300,"         NA","1",2018,19
"Close Encounters of the Third Kind (40th Anniversary)","Sony",3148900,1688,3148900,"         NA","2",2017,35
"Closed Curtain","Vari.",29000,6,29100,"         NA","2",2014,27
"Closet Monster","Strand",44500,30,44500,"         NA","8",2016,39
"Clouds of Sils Maria","IFC",1992000,774,2069200,"         NA","9",2015,15
"Clown","W/Dim.",58400,122,58400,"         NA","2",2016,25
"Club Life","Orch.",5000,12,5000,"         NA","3",2015,22
"Cock and Bull","CL",90000,22,87300,"         NA","4",2016,38
"Coco","BV",211857600,32067,211940800,"         NA","9",2017,46
"Cocote","Ghop",3300,1,3300,"         NA","1",2018,31
"Code Black","Long Shot",197000,49,209500,"         NA","9",2014,26
"Coherence","Osci.",93300,36,115000,"         NA","9",2014,26
"Cold in July","IFC",20600,25,485600,"         NA","9",2014,26
"Cold War 2","WGUSA",610800,64,610900,"         NA","6",2016,28
"Cold Water (2018 re-release)","Jan.",29900,8,29900,"         NA","8",2018,17
"Collateral Beauty","WB (NL)",25418600,8180,32524700,"    3600000","8",2016,51
"Collide","ORF",2390900,3047,2390900,"         NA","2",2017,8
"Colliding Dreams","ICir",77100,39,83100,"         NA","5",2016,10
"Colonia","Scre.",16700,27,16700,"         NA","1",2016,16
"Colossal","Neon",3137900,1339,3144600,"         NA","9",2017,14
"Columbus","INDEP",1047900,420,1025700,"         NA","9",2017,31
"Come Back to Me","Free",8900,10,8900,"         NA","1",2014,30
"Come What May","Cohen",41100,12,41100,"         NA","3",2016,37
"Comet","IFC",7400,13,7500,"         NA","3",2014,49
"Coming Home (2015)","SPC",407700,249,402300,"         NA","9",2015,36
"Coming Through the Rye","EF",19100,9,19100,"         NA","3",2016,42
"Coming Up Roses (2014 re-release)","Indic.",8000,19,21700,"         NA","8",2016,45
"Command and Control","AEF",61600,19,60800,"         NA","5",2016,38
"Compadres","PNT",3321200,1157,3321200,"         NA","5",2016,17
"Company Town","FRun",5100,2,5000,"         NA","4",2017,36
"Complete Unknown","IFC",202000,160,202100,"         NA","5",2016,35
"Concerning Violence","KL",14300,11,13500,"         NA","9",2014,49
"Concussion (2015)","Sony",37060700,9639,37320400,"    3500000","9",2015,52
"Condorito: La Pelicula","LGF",453000,323,453100,"         NA","3",2018,2
"Confession of a Child of the Century","Cohen",100,1,100,"         NA","1",2015,39
"Confidential Assignment","CJ",213000,26,497100,"         NA","7",2017,4
"Consumed","Gathr",12300,4,21800,"         NA","5",2015,48
"Contemporary Color","Osci.",16000,17,15900,"         NA","8",2017,9
"Cooties","LGP",66800,49,64000,"         NA","2",2015,38
"Cop Car","Focus",151200,88,151200,"         NA","3",2015,32
"Cosmos","KL",27900,12,28200,"         NA","9",2016,25
"Counting","CGld",9400,2,9200,"         NA","3",2015,31
"Court","Zeit.",25700,5,25700,"         NA","3",2015,28
"Crazy Rich Asians","WB",8664000,3303,8664000,"    3000000","-",2018,32
"Creative Control","Magn.",67900,108,66900,"         NA","7",2016,11
"Creed","WB (NL)",117113900,21531,118595000,"    3500000","9",2015,47
"Criminal (2016)","LG/S",15618500,7949,15618500,"         NA","6",2016,16
"Crimson Peak","Uni.",33127200,9933,33127300,"    5500000","6",2015,42
"Crown Heights","IFC",247700,190,246100,"         NA","7",2017,33
"Cuban Food Stories","FRun",4000,1,4000,"         NA","1",2018,32
"Cupcakes","Strand",9800,8,9800,"         NA","7",2015,13
"Custody","KL",72800,27,72900,"         NA","7",2018,26
"Cut Snake","Mont.",1500,6,1700,"         NA","4",2015,40
"Daddy's Home","Par.",161481700,21404,162266600,"         NA","9",2015,52
"Daddy's Home 2","Par.",105056300,22334,105278700,"    6900000","9",2017,45
"Dalida","UTMW",600,1,4000,"         NA","3",2017,36
"Damsel","Magn.",298700,160,298800,"         NA","8",2018,25
"Dancer","IFC",64700,18,64600,"         NA","3",2016,37
"Dangal","UTV",9660200,1102,12994500,"         NA","7",2016,51
"Danny Collins","BST",6077100,2486,6334000,"    1000000","9",2015,12
"Danny Says","Magn.",46800,35,46600,"         NA","7",2016,40
"Dark Horse (2016)","SPC",992000,448,992100,"         NA","9",2016,19
"Dark Horse (Canada Release)","Mon",73000,38,92900,"         NA","9",2015,38
"Dark Money","PBS",151900,52,151900,"         NA","5",2018,28
"Dark Places","A24",234300,183,234400,"         NA","2",2015,32
"Dark River","FR",7600,2,7600,"         NA","1",2018,26
"Dark Star: H.R. Giger's World","Icar.",63900,34,68900,"         NA","8",2015,20
"Darkest Hour","Focus",57117800,13330,57105800,"         NA","9",2017,46
"Daughter of the Nile (re-issue)","Cohen",2700,1,2700,"         NA","1",2017,43
"Daughters of the Dust (2016 re-release)","Cohen",40900,8,40900,"         NA","3",2016,47
"Dave Made a Maze","Grav.",35400,28,35400,"         NA","3",2017,33
"David and Goliath","REI",325000,65,325000,"         NA","2",2015,14
"David Lynch: The Art Life","Jan.",177400,51,177500,"         NA","9",2017,13
"Dawn of the Planet of the Apes","Fox",239224200,21268,237908100,"   17000000","9",2014,28
"Dawson City: Frozen Time","KL",124900,87,131800,"         NA","59",2017,24
"Days and Nights","IFC",9600,2,9700,"         NA","2",2014,39
"Days of Grace","CP",3800,1,3800,"         NA","1",2015,18
"Dayveon","FR",2200,3,2200,"         NA","1",2017,37
"DCI 2017 Tour Premeire","Fathom",484500,478,484500,"         NA","-",2017,24
"De Palma","A24",176200,86,180000,"         NA","8",2016,24
"Dead Awake (2017)","FR",11900,12,11900,"         NA","1",2017,19
"Dead Snow 2: Red vs. Dead","WGUSA",40300,38,40300,"         NA","3",2014,41
"Deadpool","Fox",392055900,29582,385528700,"    5800000","9",2016,7
"Deadpool 2","Fox",314545900,26857,314546100,"   11000000","9",2018,20
"Dealt","IFC",28100,18,28100,"         NA","4",2017,42
"Dean","CBS",263600,158,263600,"         NA","4",2017,22
"Dear White People","RAtt.",4917500,1303,5025600,"         NA","9",2014,42
"Dear Zindagi","Relbig.",2506300,563,2506300,"         NA","3",2016,47
"Death House","Hann.",23800,9,23600,"         NA","3",2018,9
"Death Metal Angola","TVC",1000,1,1000,"         NA","1",2014,45
"Death of a Nation","QF",4942600,1830,4942600,"     600000","2",2018,31
"Death Valley","Indic.",4600,2,4600,"         NA","1",2015,42
"Death Wish (2018)","MGM",34403900,10577,33618100,"    3000000","9",2018,9
"Deep Sea 3D (IMAX)","WB",229600,188,52882700,"         NA","635",2014,26
"Deepwater Horizon","LG/S",64788200,16673,64788300,"   11000000","9",2016,40
"Defining Hope","Gathr",5100,5,15600,"         NA","28",2018,11
"Dekalog (2016 re-release)","Jan.",115400,17,112300,"         NA","5",2016,36
"Deli Man","Cohen",562600,207,540800,"         NA","9",2015,9
"Deliver Us From Evil","SGem",35057900,11056,35058000,"    3000000","5",2014,26
"Demolition","FoxS",2101000,1716,2101000,"         NA","2",2016,15
"Demon","Orch.",111900,82,109700,"         NA","8",2016,37
"Demons","Uncork'd",2900,3,2900,"         NA","2",2017,39
"Den of Thieves","STX",45487400,9964,45487400,"         NA","9",2018,3
"Denial","BST",4286200,1863,4286300,"         NA","9",2016,40
"Desert Dancer","Rela.",167100,129,167200,"         NA","7",2015,15
"Desierto","STX",2111400,565,2111400,"         NA","5",2016,42
"Despicable Me 3","Uni.",274622600,35219,271877100,"    8000000","9",2017,26
"Detective Byomkesh Bakshy","Yash",453100,82,453100,"         NA","1",2015,14
"Detective Chinatown (Tang ren jie tan an)","CL",496800,69,496800,"         NA","2",2016,3
"Detective Chinatown 2","WB",2007600,324,1999300,"         NA","7",2018,7
"Detective Dee: The Four Heavenly Kings","WGUSA",259900,55,259900,"         NA","3",2018,30
"Detective K: Secret of the Living Dead","WGUSA",105300,24,105300,"         NA","4",2018,7
"Detective K: Secret of the Lost Island","CJ",210300,47,199300,"         NA","5",2015,10
"Detour","Magn.",1900,5,1900,"         NA","1",2017,3
"Detroit","Annapurna",17429000,8636,17419700,"    3400000","9",2017,30
"Devil and Angel (E Gun Tian Shi)","CL",141600,26,141600,"         NA","3",2016,1
"Dheepan","IFC",264500,150,270600,"         NA","9",2016,19
"Diary of a Chambermaid","Cohen",53700,20,53700,"         NA","3",2016,24
"Diary of a Wimpy Kid: The Long Haul","Fox",21481000,10053,21528300,"    2200000","9",2017,20
"Dictator","Eros",113200,57,113200,"         NA","2",2016,2
"Did You Wonder Who Fired the Gun?","Ghop",20800,26,20500,"         NA","9",2018,9
"Difret","TA",37700,8,52900,"         NA","5",2015,43
"Digging for Fire","Orch.",133600,49,133500,"         NA","5",2015,34
"Digging Up the Marrow","HF",11300,2,11300,"         NA","1",2015,6
"Digimon Adventure tri.","Elev.",207300,476,201000,"         NA","3",2016,38
